quadrat_unique_code,Seagrass.WetMass.g,Macroalgae.WetMass.g,macrophyte_wet_mass_g,site_unique_code,year,region,transect_unique_code,Acteocina inculta,Acteocina sp.,Alciopidae,Alia carinata,Allorchestes angusta,Allorchestes sp.,Alvania compacta,Americhelidium shoemakeri,Americhelidium sp.,Americorophium brevis,Americorophium spinicorne,Ampelisca abdita,Amphilochidae,Amphipholis pugetana,Amphipholis sp.,Amphipholis squamata,amphipod A,amphipod C,Ampithoe lacertosa,Ampithoe plumulosa,Ampithoe sectimana,Ampithoe sp.,Ampithoe valida,Angustassiminea californica,Anisogammarus pugettensis,Anobothrus sp.,Anoplodactylus viridintestinalis,Aoridae,Aoroides columbiae,Aoroides sp.,Aphelochaeta monilaris,Apolochus barnardi,Arcuatula senhousia,Armandia brevis,Asteroidea,Astyris gausapata,Astyris sp.,Axiothella rubrocincta,BB_bivalves,Bemlos macromanus,Bemlos sp.,Bivalve,bivalve D,bivalve P,Boccardiella sp.,Brachyura,brown shiny worms,Caecum californicum,Calliopius carinatus,Calliopius sp.,Cancer branneri,Cancer sp.,Capitella sp.,Caprella californica,Caprella laeviuscula,Caprella mutica,Caprella penantis,Caprella sp.,Carcinus maenas,Cardiidae,caridea,Caridea,Cephalophoxoides homilis,Cerithiidae,Chione undatella,Cirratulidae,Cirriformia moorei,Cladonema californicum,Cladonema sp.,Corophiidae,crab,Crangon franciscorum,Crangon nigricauda,Crepidula sp.,Crucibulum sp.,Cumella vulgaris,Dasybranchus glabrus,Decapoda,Dorvilleidae,Drilonereis sp.,Elasmopus sp.,Emprosthopharynx gracilis,EMPTY,Eobrolgus chumashi,Epiactis prolifera,Erichsonella crenulata,Ericthonius brasiliensis,Ericthonius sp.,Eulalia sp.,Eumida sanguinea,Eupolymnia heterobranchia,Exogone lourei,Exogone sp.,fish,Fish larva,Flabelligeridae,Gammaropsis sp.,Gammarus sp.,gastropod A,gastropod C?,gastropod D,gastropod E,gastropod H,gastropod I,gastropod J,gastropod K,gastropod N,gastropod O,gastropod Q,gastropod R,gastropod S,gastropod T,gastropod U,Glyceridae,Gnorimosphaeroma oregonense,Gnorimosphaeroma sp.,Grandidierella japonica,Granulina margaritula,green worm thing,Haloa japonica,Halobisium occidentale,Haminoea sp.,Haminoea vesicula,Harmothoe imbricata,Harmothoe praeclara,Hemigrapsus oregonensis,Hemipodia sp.,Heptacarpus paludicola,Heptacarpus sitchensis,Heptacarpus sp.,Heptacarpus stimpsoni,Heptacarpus tenuissimus,Hermissenda opalescens,hermit crab,Hesionidae,Heterophoxus sp.,Hippolyte californiensis,Hippolyte clarki,Hippolyte sp.,Hourstonius vilordes,Ianiropsis analoga,Idotea aculeata,Idotea ochotensis,Idotea resecata,Idotea sp.,Incisocalliope derzhavini,Ischyroceridae,Ischyrocerus anguipes,Ischyrocerus sp.,Janiralata occidentalis,Jassa sp.,Joeropsis dubia,Joeropsis sp.,Juvenile Sea Star,juvenile shrimp,Lacuna marmorata,Lacuna sp.,Lacuna variegata,Lacuna vincta,Lepidonotus sp.,Leptochelia sp.,Leptopecten latiauratus,Leucothoe sp.,limpet,Lirularia sp.,Lirularia succincta,Listriella diffusa,Littorinidae,Lottia pelta,Lottia sp.,Lumbrinereidae,Maera jerrica,Maera sp.,Maldanid,Maldanidae,Marenzelleria viridis,Mayerella acanthopoda,Megamoera dentata,Megamoera sp.,Megamoera subtener,Megasyllis nipponica,Melita nitida,Metaphoxus frequens,Mitrella aurantiaca,Monocorophium acherusicum,Monocorophium insidiosum,Monocorophium sp.,Mysida,Mytilidae,Mytilus sp.,Nasageneia quinsana,Naticidae,Neanthes biseriata,Neanthes sp.,Nebalia sp.,Nemertean,Nephtys sp.,Nereid A,Nereid B,Nereididae,Nereiphylla sp.,Nereis procera,Nereis sp.,Nippoleucon hinumensis,Nudibranchia,Odontosyllis phosphorea,Oedicerotidae,Oligochinus lighti,Omalogyroidea,Opheliidae,Oxydromus pugettensis,Pandalus danae,Pandalus stenolepis,Paracalliopiella sp.,Paracerceis cordata,Paracerceis sculpta,Paracerceis sp.,Paracorophium sp.,Paradexamine sp.,Paramicrodeutopus schmitti,Paranaitis polynoides,Paranthura elegans,Paranthura japonica,Paraonidae,Pentidotea resecata,Pentidotea schmitti,Pentidotea sp.,Perotripus brevis,Photis brevipes,Photis sp.,Phoxocephalidae,Phoxocephalidae A,Phyllaplysia taylori,Phyllodoce sp.,Phyllodocidae,Phyllodocidae B,Phyllodocidae C,Pinnixa sp.,Pinnotheridae,Pipefish,Platynereis bicanaliculata,Pleocyemata,Podocerus fulanus,Podocerus sp.,Polycheria osborni,Polycirrus sp.,Polydora sp.,Polynoid (unknown),Polynoid A,Polynoid B,Polynoid C,Polynoidae,Pontogeneia rostrata,Pontogeneia sp.,Prionospio lighti,Prionospio steenstrupi,Protohyale frequens,Protohyale sp.,Pseudopolydora kempi,Pseudopolydora paucibranchiata,Pugettia gracilis,Pugettia producta,Pugettia richii,Pugettia sp.,Pyramidellidae,Resupinus sp.,Rhynchospio glutaea,ribbed Macoma,Rissoidae,Romaleon antennarium,Schistomeringos longicornis,Scolelepis sp.,Scyphoproctus oculatus,sea urchin,Sphaerosyllis bilineata,Syllidae,Syllis sp.,Tectura depicta,Tellinidae,Terebellidae,Tubificida,Unid annelid #2,Unid Annelid #2,Unid annelid #8,Unid caenogastropod,Unid polychaete,Unidentified isopod,unknown,unknown amphipod,unknown amphipod B,unknown bivalve,unknown crab,unknown gastropod,unknown gastropod C,unknown limpet,unknown polychaete A,unknown worm,unknown worm A,unknown worms,Uromunna ubiquita,Urothoe sp.,Veneridae,Volvarina taeniolata,worm,worm A,worm C,worm E,worm H,worm I,worm J,worm L,worm O,Zeuxo normani,Zygonemertes,Zygonemertes sp.,richness_sample_all,richness_sample_large,richness_site_all,richness_site_large,epifauna_abundance_total,epifauna_abundance_large,mollusca_abundance_all,mollusca_abundance_large,crustacea_abundance_all,crustacea_abundance_large,amphipod_abundance_all,amphipod_abundance_large,gastropod_abundance_all,gastropod_abundance_large,isopod_abundance_all,isopod_abundance_large,ampithoid_abundance_all,ampithoid_abundance_large,idoteid_abundance_all,idoteid_abundance_large,lacuna_abundance_all,lacuna_abundance_large
AK.A.L6.m4.2019,43.99,0,43.99,AK.A.2019,2019,AK,AK.A.L6.2019,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,29,29,152,35,88,5,60,28,36,18,88,5,6,4,0,0,6,4,74,2
AK.A.L6.m4.2021,19.7353,0.7958,20.5311,AK.A.2021,2021,AK,AK.A.L6.2021,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,30,28,94,65,41,24,50,41,40,32,41,24,7,7,0,0,7,7,38,21
AK.A.U1.m16.2019,21.511,0.316,21.826999999999998,AK.A.2019,2019,AK,AK.A.U1.2019,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,29,29,135,26,60,7,63,14,6,2,60,7,7,7,0,0,7,7,42,6
AK.A.U1.m16.2021,33.7532,0.2136,33.9668,AK.A.2021,2021,AK,AK.A.U1.2021,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,30,28,226,57,119,25,83,23,6,4,119,25,3,3,0,0,3,3,103,18
AK.A.U1.m4.2019,22.439,0,22.439,AK.A.2019,2019,AK,AK.A.U1.2019,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,29,29,388,62,152,15,213,35,6,4,152,15,5,5,0,0,5,5,104,11
AK.A.U1.m4.2021,22.2659,0,22.2659,AK.A.2021,2021,AK,AK.A.U1.2021,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,30,28,247,75,168,37,56,28,1,1,168,37,2,2,0,0,2,2,145,30
AK.A.U2.m16.2019,16.076,3.346,19.422,AK.A.2019,2019,AK,AK.A.U2.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,29,29,43,33,7,6,17,9,2,1,7,6,2,2,0,0,2,2,6,5
AK.A.U2.m16.2021,30.0721,0.3858,30.4579,AK.A.2021,2021,AK,AK.A.U2.2021,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,30,28,126,78,77,44,37,26,8,8,77,44,2,2,0,0,2,2,49,30
AK.A.U2.m4.2019,25.089,0.285,25.374,AK.A.2019,2019,AK,AK.A.U2.2019,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,29,29,439,105,168,23,237,61,6,1,168,23,8,8,0,0,8,8,93,16
AK.A.U2.m4.2021,30.1349,0,30.1349,AK.A.2021,2021,AK,AK.A.U2.2021,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,30,28,158,70,89,34,53,31,13,11,89,34,4,4,0,0,4,4,66,28
AK.A.U3.m16.2019,13.174,0.855,14.029,AK.A.2019,2019,AK,AK.A.U3.2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,29,29,21,18,8,7,11,9,4,3,8,7,6,6,0,0,6,6,7,6
AK.A.U3.m16.2021,34.5649,0.146,34.7109,AK.A.2021,2021,AK,AK.A.U3.2021,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,30,28,255,102,199,71,42,26,16,11,199,71,2,2,2,2,2,2,189,71
AK.A.U3.m4.2019,5.721,1.09,6.811,AK.A.2019,2019,AK,AK.A.U3.2019,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,29,29,78,35,49,21,26,12,8,7,49,21,2,2,0,0,2,2,43,20
AK.A.U3.m4.2021,13.4497,0.4908,13.9405,AK.A.2021,2021,AK,AK.A.U3.2021,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,30,28,171,32,145,19,17,9,3,3,145,19,2,2,0,0,2,2,126,17
